,loss,accuracy,f1,val_loss,val_accuracy,val_f1
0,0.6818227767944336,0.749061107635498,0.4043605327606201,1.0895812511444092,0.5729877352714539,0.19863928854465485
1,0.3604443073272705,0.8699214458465576,0.6968969106674194,0.7587320804595947,0.7366985082626343,0.33456966280937195
2,0.18766386806964874,0.9412769079208374,0.8665515184402466,0.7929442524909973,0.7435197830200195,0.3324772119522095
3,0.08950682729482651,0.9791737794876099,0.9441270232200623,0.7499253749847412,0.758526623249054,0.38167521357536316
4,0.06340155750513077,0.983953595161438,0.9608904719352722,0.8080232739448547,0.7598908543586731,0.37447676062583923
5,0.048144713044166565,0.9863434433937073,0.9567176103591919,1.0551811456680298,0.758526623249054,0.3620321750640869
6,0.0367303341627121,0.9866848587989807,0.9500149488449097,0.9748704433441162,0.7708048820495605,0.39428794384002686
7,0.032128673046827316,0.987709105014801,0.9612998366355896,0.8273190259933472,0.7899044752120972,0.45545825362205505
8,0.025712598115205765,0.9873676896095276,0.9670687317848206,0.8666588068008423,0.7994542717933655,0.4932561218738556
9,0.02449822798371315,0.9870262742042542,0.9611186981201172,0.8391279578208923,0.8035470843315125,0.5354741215705872
10,0.022408857941627502,0.9873676896095276,0.9698617458343506,0.8482298254966736,0.8062756061553955,0.5568222403526306
11,0.020267298445105553,0.9873676896095276,0.9591289162635803,0.8410325646400452,0.8185538649559021,0.5984181761741638
12,0.01998414471745491,0.987709105014801,0.9617536664009094,0.9120771288871765,0.8144611120223999,0.5909133553504944
13,0.018219972029328346,0.9887333512306213,0.9691857099533081,0.9350292086601257,0.817189633846283,0.584474503993988
14,0.018038492649793625,0.9887333512306213,0.9755530953407288,1.0346091985702515,0.8008185625076294,0.5455873012542725
15,0.021357769146561623,0.9870262742042542,0.9664179682731628,0.9416124820709229,0.8144611120223999,0.5897859334945679
16,0.03594861924648285,0.9825879335403442,0.9530910849571228,0.7692386507987976,0.7830832004547119,0.5672129988670349
17,0.1343906968832016,0.9494708180427551,0.8944269418716431,0.7897705435752869,0.7162346243858337,0.5058561563491821
18,0.14727245271205902,0.9450324177742004,0.8891438245773315,0.9794775247573853,0.6916780471801758,0.4324207603931427
19,0.060965683311223984,0.9761010408401489,0.9400673508644104,0.7440235614776611,0.8076398372650146,0.602228045463562
20,0.03605770692229271,0.9856606125831604,0.9692605137825012,0.916845977306366,0.7708048820495605,0.5660222768783569
21,0.02732059545814991,0.987709105014801,0.9551858305931091,0.8920456171035767,0.7967258095741272,0.5649598836898804
