,loss,accuracy,f1,val_loss,val_accuracy,val_f1
0,1.3054836988449097,0.4998292922973633,0.10998151451349258,1.2137409448623657,0.4802182912826538,0.13322097063064575
1,1.1735209226608276,0.5500170588493347,0.14898359775543213,1.0986109972000122,0.6452932953834534,0.17887015640735626
2,1.0913132429122925,0.5954250693321228,0.1787896305322647,1.083024501800537,0.577080488204956,0.16733433306217194
3,1.0252964496612549,0.6244451999664307,0.2088477909564972,0.9753223061561584,0.6780354976654053,0.2738613188266754
4,1.0271687507629395,0.6135199666023254,0.21053721010684967,1.171945333480835,0.5266029834747314,0.14943616092205048
5,0.9665910601615906,0.643905758857727,0.22144030034542084,0.9549539685249329,0.6821282505989075,0.22619852423667908
6,0.9593831896781921,0.6456128358840942,0.22566285729408264,0.924330472946167,0.6998635530471802,0.29916349053382874
7,0.9311517477035522,0.6579037308692932,0.236620232462883,0.910275399684906,0.6793997287750244,0.28501492738723755
8,0.9184762239456177,0.6606350541114807,0.25119730830192566,0.9192360043525696,0.667121410369873,0.2562803328037262
9,0.9088736772537231,0.6674633026123047,0.25237464904785156,0.8858492970466614,0.6889495253562927,0.28401079773902893
10,0.8971891403198242,0.6773642897605896,0.25754857063293457,0.896571159362793,0.6807639598846436,0.2857331931591034
11,0.8942363262176514,0.6749743819236755,0.264171302318573,0.8622917532920837,0.7080491185188293,0.29074153304100037
12,0.8905078172683716,0.6756572127342224,0.26825085282325745,0.8610854744911194,0.7066848278045654,0.301446795463562
13,0.9168465733528137,0.6657562255859375,0.25423988699913025,0.9008762240409851,0.6834924817085266,0.2738496661186218
14,0.8818587064743042,0.6763400435447693,0.26563599705696106,0.8578528761863708,0.7066848278045654,0.29186123609542847
15,0.874884307384491,0.675315797328949,0.2679283916950226,0.8769196271896362,0.6862210035324097,0.3022976219654083
16,0.8961427807807922,0.6763400435447693,0.26049354672431946,1.149013638496399,0.6261937022209167,0.25184574723243713
17,0.9102384448051453,0.6633663177490234,0.2629986107349396,0.8549244999885559,0.7135061621665955,0.2820529043674469
18,0.8901631236076355,0.6688289642333984,0.26716724038124084,0.8855569362640381,0.6903137564659119,0.2835090458393097
19,0.8589476346969604,0.6927278637886047,0.27807292342185974,0.8967140913009644,0.6916780471801758,0.2838439345359802
20,0.8732768297195435,0.6824854612350464,0.26626056432724,0.9203034043312073,0.6807639598846436,0.2746269106864929
21,0.8581428527832031,0.6862410306930542,0.27347689867019653,0.8751933574676514,0.7025920748710632,0.24146635830402374
22,0.8523086905479431,0.6923865079879761,0.2667943835258484,0.8566898107528687,0.729877233505249,0.28414416313171387
23,0.8506478071212769,0.6872652769088745,0.27687621116638184,0.8974304795265198,0.6848567724227905,0.2825945019721985
24,0.8628171682357788,0.6838511228561401,0.2650963366031647,0.8948019742965698,0.6971350908279419,0.26467105746269226
25,0.8684025406837463,0.6794127821922302,0.27686643600463867,1.0271656513214111,0.6480218172073364,0.21909119188785553
26,0.8639515042304993,0.6787299513816833,0.26953575015068054,0.8689494132995605,0.7025920748710632,0.2940191328525543
27,0.8625645637512207,0.6872652769088745,0.273806631565094,0.9167583584785461,0.6780354976654053,0.28206902742385864
28,0.8784546256065369,0.6770228743553162,0.26993775367736816,0.9253615140914917,0.6589359045028687,0.29785123467445374
29,0.8662891983985901,0.6852167844772339,0.27317434549331665,0.8976616263389587,0.66439288854599,0.3039517104625702
30,0.8530373573303223,0.6831682920455933,0.2781659960746765,0.8857173919677734,0.695770800113678,0.29485172033309937
31,0.8737325072288513,0.6787299513816833,0.27622362971305847,0.8292027115821838,0.6998635530471802,0.30302098393440247
32,0.8367621898651123,0.6920450925827026,0.2816281020641327,0.818472146987915,0.7189631462097168,0.29496827721595764
33,0.843187689781189,0.6855581998825073,0.2814907431602478,0.8252999782562256,0.7148703932762146,0.3088192045688629
34,0.8209484219551086,0.702287495136261,0.280093789100647,0.8624703884124756,0.7053205966949463,0.2986298203468323
35,0.8280775547027588,0.6930692791938782,0.2911913990974426,0.8280957937240601,0.7230559587478638,0.29441824555397034
36,0.8394569158554077,0.6927278637886047,0.2862703800201416,0.9601228833198547,0.6507503390312195,0.27984464168548584
37,0.8327099680900574,0.6995561718940735,0.28807201981544495,0.9420530796051025,0.6562073826789856,0.29883819818496704
38,0.8586164712905884,0.6848753690719604,0.2858119010925293,0.8260111808776855,0.6998635530471802,0.3076716363430023
